title_x,year,main_genre,director,top_actors,budget,revenue,popularity,vote_average,runtime,success,decade
Star Trek,2009.0,Science Fiction,J.J. Abrams,"['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy']",150000000,385680446,73.616808,7.4,127.0,1,2000.0
Spider-Man,2002.0,Fantasy,Sam Raimi,"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst']",139000000,821708551,82.502566,6.8,121.0,1,2000.0
How to Train Your Dragon 2,2014.0,Fantasy,Dean DeBlois,"['Jay Baruchel', 'Gerard Butler', 'Kristen Wiig']",145000000,609123048,100.21391,7.6,102.0,1,2010.0
Gods of Egypt,2016.0,Fantasy,Alex Proyas,"['Brenton Thwaites', 'Nikolaj Coster-Waldau', 'Gerard Butler']",140000000,150680864,56.257249,5.3,127.0,1,2010.0
Stealth,2005.0,Action,Rob Cohen,"['Josh Lucas', 'Jessica Biel', 'Jamie Foxx']",135000000,76932943,17.88953,4.9,121.0,0,2000.0
Watchmen,2009.0,Action,Zack Snyder,"['Malin Åkerman', 'Billy Crudup', 'Carla Gugino']",130000000,185258983,64.798873,7.0,163.0,1,2000.0
Lethal Weapon 4,1998.0,Action,Richard Donner,"['Mel Gibson', 'Danny Glover', 'Joe Pesci']",140000000,285444603,24.855701,6.3,127.0,1,1990.0
Hulk,2003.0,Drama,Ang Lee,"['Eric Bana', 'Jennifer Connelly', 'Sam Elliott']",137000000,245360480,34.981698,5.3,138.0,1,2000.0
G.I. Joe: Retaliation,2013.0,Adventure,Jon M. Chu,"['Dwayne Johnson', 'D.J. Cotrona', 'Adrianne Palicki']",130000000,371876278,59.325589,5.4,110.0,1,2010.0
Sahara,2005.0,Action,Breck Eisner,"['Matthew McConaughey', 'Penélope Cruz', 'Steve Zahn']",130000000,119269486,21.605568,5.7,124.0,0,2000.0
Final Fantasy: The Spirits Within,2001.0,Adventure,Hironobu Sakaguchi,"['Donald Sutherland', 'Ming-Na Wen', 'Alec Baldwin']",137000000,85131830,26.074908,5.9,106.0,0,2000.0
Captain America: The First Avenger,2011.0,Action,Joe Johnston,"['Chris Evans', 'Hugo Weaving', 'Tommy Lee Jones']",140000000,370569774,74.506246,6.6,124.0,1,2010.0
The World Is Not Enough,1999.0,Adventure,Michael Apted,"['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']",135000000,361832400,39.604363,6.0,128.0,1,1990.0
Master and Commander: The Far Side of the World,2003.0,Adventure,Peter Weir,"['Russell Crowe', 'Paul Bettany', ""James D'Arcy""]",150000000,212011111,36.973031,6.9,138.0,1,2000.0
The Twilight Saga: Breaking Dawn - Part 2,2012.0,Adventure,Bill Condon,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",120000000,829000000,99.687084,6.1,115.0,1,2010.0
Happy Feet Two,2011.0,Animation,George Miller,"['Elijah Wood', 'Robin Williams', 'Pink']",130000000,150406466,17.7735,5.8,100.0,1,2010.0
The Incredible Hulk,2008.0,Science Fiction,Louis Leterrier,"['Edward Norton', 'Liv Tyler', 'Tim Roth']",150000000,163712074,62.898336,6.1,114.0,1,2000.0
The BFG,2016.0,Adventure,Steven Spielberg,"['Ruby Barnhill', 'Mark Rylance', 'Rebecca Hall']",140000000,183345589,44.19092,6.0,120.0,1,2010.0
The Revenant,2015.0,Western,Alejandro González Iñárritu,"['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']",135000000,532950503,100.635882,7.3,156.0,1,2010.0
Turbo,2013.0,Animation,David Soren,"['Ryan Reynolds', 'Paul Giamatti', 'Michael Peña']",135000000,282570682,44.765377,6.1,96.0,1,2010.0
Rango,2011.0,Animation,Gore Verbinski,"['Johnny Depp', 'Isla Fisher', 'Ned Beatty']",135000000,245724603,29.91353,6.6,107.0,1,2010.0
Penguins of Madagascar,2014.0,Family,Eric Darnell,"['Tom McGrath', 'Chris Miller', 'Christopher Knights']",132000000,373552094,84.366984,6.5,92.0,1,2010.0
The Bourne Ultimatum,2007.0,Action,Paul Greengrass,"['Matt Damon', 'Julia Stiles', 'David Strathairn']",70000000,442824138,45.381501,7.3,115.0,1,2000.0
Kung Fu Panda,2008.0,Adventure,Mark Osborne,"['Jack Black', 'Dustin Hoffman', 'Angelina Jolie']",130000000,631744560,84.689648,6.9,90.0,1,2000.0
Ant-Man,2015.0,Science Fiction,Peyton Reed,"['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly']",130000000,519311965,120.09361,7.0,117.0,1,2010.0
The Hunger Games: Catching Fire,2013.0,Adventure,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",130000000,847423452,76.310119,7.4,146.0,1,2010.0
Home,2015.0,Fantasy,Tim Johnson,"['Jim Parsons', 'Rihanna', 'Steve Martin']",135000000,368871007,63.473086,6.8,94.0,1,2010.0
War of the Worlds,2005.0,Adventure,Steven Spielberg,"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto']",132000000,591739379,48.572726,6.2,116.0,1,2000.0
Bad Boys II,2003.0,Adventure,Michael Bay,"['Martin Lawrence', 'Will Smith', 'Jordi Mollà']",130000000,273339556,38.068736,6.3,147.0,1,2000.0
Puss in Boots,2011.0,Action,Chris Miller,"['Antonio Banderas', 'Salma Hayek', 'Zach Galifianakis']",130000000,554987477,20.678787,6.4,90.0,1,2010.0
Salt,2010.0,Action,Phillip Noyce,"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor']",110000000,293329073,48.829437,6.2,100.0,1,2010.0
Noah,2014.0,Drama,Darren Aronofsky,"['Russell Crowe', 'Jennifer Connelly', 'Emma Watson']",125000000,362637473,46.115758,5.6,139.0,1,2010.0
The Adventures of Tintin,2011.0,Adventure,Steven Spielberg,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",130000000,371940071,89.938296,6.7,107.0,1,2010.0
Harry Potter and the Prisoner of Azkaban,2004.0,Adventure,Alfonso Cuarón,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",130000000,789804554,79.679601,7.7,141.0,1,2000.0
Australia,2008.0,Drama,Baz Luhrmann,"['Nicole Kidman', 'Hugh Jackman', 'Essie Davis']",130000000,49554002,28.840997,6.3,165.0,0,2000.0
After Earth,2013.0,Science Fiction,M. Night Shyamalan,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo']",130000000,243843127,42.840582,5.0,100.0,1,2010.0
Dinosaur,2000.0,Animation,Ralph Zondag,"['D. B. Sweeney', 'Alfre Woodard', 'Ossie Davis']",127500000,354248063,26.548594,6.2,82.0,1,2000.0
Night at the Museum: Secret of the Tomb,2014.0,Adventure,Shawn Levy,"['Ben Stiller', 'Rami Malek', 'Rebel Wilson']",127000000,349424282,115.597753,6.1,97.0,1,2010.0
Megamind,2010.0,Animation,Tom McGrath,"['Will Ferrell', 'Brad Pitt', 'Tina Fey']",130000000,321887208,68.757242,6.7,95.0,1,2010.0
Harry Potter and the Philosopher's Stone,2001.0,Adventure,Chris Columbus,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",125000000,976475550,109.984351,7.5,152.0,1,2000.0
R.I.P.D.,2013.0,Fantasy,Robert Schwentke,"['Jeff Bridges', 'Ryan Reynolds', 'Kevin Bacon']",130000000,61648500,39.448066,5.4,96.0,0,2010.0
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,Adventure,Gore Verbinski,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']",140000000,655011224,271.972889,7.5,143.0,1,2000.0
The Hunger Games: Mockingjay - Part 1,2014.0,Science Fiction,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",125000000,752100229,206.227151,6.6,123.0,1,2010.0
The Da Vinci Code,2006.0,Thriller,Ron Howard,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen']",125000000,767820459,45.313197,6.5,149.0,1,2000.0
Rio 2,2014.0,Animation,Carlos Saldanha,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann']",103000000,500188435,42.40024,6.3,102.0,1,2010.0
X2,2003.0,Adventure,Bryan Singer,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",110000000,407711549,2.871739,6.8,133.0,1,2000.0
Fast Five,2011.0,Action,Justin Lin,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster']",125000000,626137675,7.255718,7.1,130.0,1,2010.0
Sherlock Holmes: A Game of Shadows,2011.0,Adventure,Guy Ritchie,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris']",125000000,334615000,81.499621,7.0,129.0,1,2010.0
Clash of the Titans,2010.0,Adventure,Louis Leterrier,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes']",125000000,232713139,47.686442,5.6,106.0,1,2010.0
Total Recall,1990.0,Action,Paul Verhoeven,"['Arnold Schwarzenegger', 'Sharon Stone', 'Rachel Ticotin']",65000000,261317921,43.129703,7.1,113.0,1,1990.0
The 13th Warrior,1999.0,Adventure,John McTiernan,"['Antonio Banderas', 'Vladimir Kulich', 'Dennis Storhøi']",160000000,61698899,27.220157,6.4,102.0,0,1990.0
The Bourne Legacy,2012.0,Action,Tony Gilroy,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']",130000000,276572938,90.33681,6.0,120.0,1,2010.0
Batman & Robin,1997.0,Action,Joel Schumacher,"['George Clooney', ""Chris O'Donnell"", 'Arnold Schwarzenegger']",125000000,238207122,50.073575,4.2,125.0,1,1990.0
How the Grinch Stole Christmas,2000.0,Family,Ron Howard,"['Jim Carrey', 'Taylor Momsen', 'Jeffrey Tambor']",123000000,345141403,45.419668,6.2,104.0,1,2000.0
The Day After Tomorrow,2004.0,Action,Roland Emmerich,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']",125000000,544272402,41.380094,6.2,124.0,1,2000.0
Mission: Impossible II,2000.0,Adventure,John Woo,"['Tom Cruise', 'Dougray Scott', 'Thandie Newton']",125000000,546388105,54.931334,5.9,123.0,1,2000.0
The Perfect Storm,2000.0,Drama,Wolfgang Petersen,"['George Clooney', 'Mark Wahlberg', 'Diane Lane']",120000000,325756637,25.752118,6.2,130.0,1,2000.0
Fantastic 4: Rise of the Silver Surfer,2007.0,Adventure,Tim Story,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans']",130000000,289047763,60.810723,5.4,92.0,1,2000.0
Life of Pi,2012.0,Adventure,Ang Lee,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon']",120000000,609016565,51.328145,7.2,127.0,1,2010.0
Ghost Rider,2007.0,Thriller,Mark Steven Johnson,"['Nicolas Cage', 'Eva Mendes', 'Wes Bentley']",110000000,228738393,46.834704,5.2,114.0,1,2000.0
Jason Bourne,2016.0,Action,Paul Greengrass,"['Matt Damon', 'Alicia Vikander', 'Tommy Lee Jones']",120000000,415484914,62.641286,5.9,123.0,1,2010.0
Charlie's Angels: Full Throttle,2003.0,Action,McG,"['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']",120000000,259175788,33.616115,5.2,106.0,1,2000.0
Prometheus,2012.0,Science Fiction,Ridley Scott,"['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce']",130000000,403170142,68.889395,6.3,124.0,1,2010.0
Stuart Little 2,2002.0,Family,Rob Minkoff,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']",120000000,169956806,27.990284,5.4,78.0,1,2000.0
Elysium,2013.0,Science Fiction,Neill Blomkamp,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']",115000000,286140700,67.33767,6.4,109.0,1,2010.0
The Chronicles of Riddick,2004.0,Action,David Twohy,"['Vin Diesel', 'Thandie Newton', 'Karl Urban']",105000000,115772733,27.835436,6.3,119.0,1,2000.0
RoboCop,2014.0,Action,José Padilha,"['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton']",120000000,242688965,66.757869,5.7,102.0,1,2010.0
Speed Racer,2008.0,Action,Lilly Wachowski,"['Emile Hirsch', 'Christina Ricci', 'Matthew Fox']",120000000,93945766,17.060695,5.7,135.0,0,2000.0
How Do You Know,2010.0,Comedy,James L. Brooks,"['Reese Witherspoon', 'Paul Rudd', 'Owen Wilson']",120000000,48668907,11.137655,4.9,121.0,0,2010.0
Knight and Day,2010.0,Action,James Mangold,"['Tom Cruise', 'Cameron Diaz', 'Peter Sarsgaard']",117000000,261930431,44.906918,5.9,109.0,1,2010.0
Oblivion,2013.0,Action,Joseph Kosinski,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko']",120000000,286168572,67.698004,6.4,124.0,1,2010.0
Star Wars: Episode III - Revenge of the Sith,2005.0,Science Fiction,George Lucas,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",113000000,850000000,44.108427,7.1,140.0,1,2000.0
Star Wars: Episode II - Attack of the Clones,2002.0,Adventure,George Lucas,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",120000000,649398328,43.987061,6.4,142.0,1,2000.0
"Monsters, Inc.",2001.0,Animation,Pete Docter,"['John Goodman', 'Billy Crystal', 'Mary Gibbs']",115000000,562816256,106.815545,7.5,92.0,1,2000.0
The Wolverine,2013.0,Action,James Mangold,"['Hugh Jackman', 'Hiroyuki Sanada', 'Famke Janssen']",120000000,415440673,15.953444,6.3,126.0,1,2010.0
Star Wars: Episode I - The Phantom Menace,1999.0,Adventure,George Lucas,"['Liam Neeson', 'Ewan McGregor', 'Natalie Portman']",115000000,924317558,54.035265,6.3,136.0,1,1990.0
The Croods,2013.0,Adventure,Chris Sanders,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",135000000,585178928,64.183321,6.8,98.0,1,2010.0
Asterix at the Olympic Games,2008.0,Fantasy,Thomas Langmann,"['Clovis Cornillac', 'Gérard Depardieu', 'Franck Dubosc']",97250400,132900000,20.344364,5.0,116.0,1,2000.0
Windtalkers,2002.0,Drama,John Woo,"['Nicolas Cage', 'Adam Beach', 'Peter Stormare']",115000000,77628265,18.714197,5.8,134.0,0,2000.0
The Huntsman: Winter's War,2016.0,Action,Cedric Nicolas-Troyan,"['Chris Hemsworth', 'Charlize Theron', 'Emily Blunt']",115000000,164602163,60.467984,6.0,114.0,1,2010.0
Teenage Mutant Ninja Turtles,2014.0,Science Fiction,Jonathan Liebesman,"['Megan Fox', 'Will Arnett', 'William Fichtner']",125000000,477200000,143.350376,5.8,101.0,1,2010.0
Gravity,2013.0,Science Fiction,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris']",105000000,716392705,110.153618,7.3,91.0,1,2010.0
Dante's Peak,1997.0,Action,Roger Donaldson,"['Pierce Brosnan', 'Linda Hamilton', 'Jamie Renée Smith']",116000000,178127760,16.90444,5.7,108.0,1,1990.0
Teenage Mutant Ninja Turtles: Out of the Shadows,2016.0,Fantasy,Dave Green,"['Megan Fox', 'Stephen Amell', 'Will Arnett']",135000000,245623848,39.873791,5.8,112.0,1,2010.0
Fantastic Four,2015.0,Action,Josh Trank,"['Miles Teller', 'Kate Mara', 'Michael B. Jordan']",120000000,167977596,38.126095,4.4,100.0,1,2010.0
Night at the Museum,2006.0,Action,Shawn Levy,"['Ben Stiller', 'Jake Cherry', 'Carla Gugino']",110000000,574480841,48.780039,6.3,108.0,1,2000.0
San Andreas,2015.0,Action,Brad Peyton,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino']",110000000,470490832,100.412364,6.0,114.0,1,2010.0
Tomorrow Never Dies,1997.0,Adventure,Roger Spottiswoode,"['Pierce Brosnan', 'Jonathan Pryce', 'Michelle Yeoh']",110000000,333011068,42.887121,6.0,119.0,1,1990.0
The Patriot,2000.0,Drama,Roland Emmerich,"['Mel Gibson', 'Heath Ledger', 'Joely Richardson']",110000000,215294342,23.657284,6.8,165.0,1,2000.0
Ocean's Twelve,2004.0,Thriller,Steven Soderbergh,"['George Clooney', 'Brad Pitt', 'Catherine Zeta-Jones']",110000000,362744280,76.840712,6.4,125.0,1,2000.0
Mr. & Mrs. Smith,2005.0,Action,Doug Liman,"['Angelina Jolie', 'Brad Pitt', 'Vince Vaughn']",110000000,478207520,44.635452,6.5,120.0,1,2000.0
Insurgent,2015.0,Adventure,Robert Schwentke,"['Shailene Woodley', 'Theo James', 'Kate Winslet']",110000000,295238201,103.718387,6.2,119.0,1,2010.0
The Aviator,2004.0,Drama,Martin Scorsese,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale']",116000000,102000000,45.616098,7.0,170.0,0,2000.0
Gulliver's Travels,2010.0,Comedy,Rob Letterman,"['Jack Black', 'Amanda Peet', 'Emily Blunt']",112000000,237382724,22.845143,4.9,85.0,1,2010.0
The Green Hornet,2011.0,Action,Michel Gondry,"['Seth Rogen', 'Jay Chou', 'Christoph Waltz']",120000000,227817248,31.703608,5.5,119.0,1,2010.0
300: Rise of an Empire,2014.0,Action,Noam Murro,"['Sullivan Stapleton', 'Eva Green', 'Lena Headey']",110000000,337580051,71.510596,6.1,102.0,1,2010.0
The Smurfs,2011.0,Animation,Raja Gosnell,"['Hank Azaria', 'Neil Patrick Harris', 'Jayma Mays']",110000000,563749323,36.65422,5.5,103.0,1,2010.0
Home on the Range,2004.0,Animation,Will Finn,"['Roseanne Barr', 'Judi Dench', 'Jennifer Tilly']",110000000,103951461,19.625972,5.7,76.0,0,2000.0
Allegiant,2016.0,Adventure,Robert Schwentke,"['Shailene Woodley', 'Theo James', 'Zoë Kravitz']",110000000,179246868,86.105615,5.9,121.0,1,2010.0
Real Steel,2011.0,Action,Shawn Levy,"['Hugh Jackman', 'Dakota Goyo', 'Evangeline Lilly']",110000000,299268508,37.195046,6.6,127.0,1,2010.0
The Smurfs 2,2013.0,Fantasy,Raja Gosnell,"['Hank Azaria', 'Neil Patrick Harris', 'Brendan Gleeson']",105000000,347434178,32.473628,5.5,105.0,1,2010.0
Speed 2: Cruise Control,1997.0,Action,Jan de Bont,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe']",160000000,164508066,23.336875,4.1,121.0,1,1990.0
Ender's Game,2013.0,Science Fiction,Gavin Hood,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld']",110000000,125537191,45.94834,6.6,114.0,1,2010.0
Live Free or Die Hard,2007.0,Action,Len Wiseman,"['Bruce Willis', 'Justin Long', 'Timothy Olyphant']",110000000,383531464,48.93337,6.4,128.0,1,2000.0
The Lord of the Rings: The Fellowship of the Ring,2001.0,Adventure,Peter Jackson,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",93000000,871368364,138.049577,8.0,178.0,1,2000.0
Around the World in 80 Days,2004.0,Action,Frank Coraci,"['Jackie Chan', 'Steve Coogan', 'Cécile de France']",110000000,72178895,22.643776,5.7,120.0,0,2000.0
Ali,2001.0,Drama,Michael Mann,"['Will Smith', 'Jamie Foxx', 'Jon Voight']",107000000,87713825,18.866672,6.7,157.0,0,2000.0
"I, Robot",2004.0,Action,Alex Proyas,"['Will Smith', 'Bridget Moynahan', 'Alan Tudyk']",120000000,347234916,95.914473,6.7,115.0,1,2000.0
Kingdom of Heaven,2005.0,Drama,Ridley Scott,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons']",130000000,211643158,44.490453,6.6,144.0,1,2000.0
Stuart Little,1999.0,Animation,Rob Minkoff,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']",133000000,300135367,30.475297,5.8,84.0,1,1990.0
The Princess and the Frog,2009.0,Romance,Ron Clements,"['Anika Noni Rose', 'Bruno Campos', 'Keith David']",105000000,267045765,62.479574,6.7,97.0,1,2000.0
The Martian,2015.0,Drama,Ridley Scott,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig']",108000000,630161890,167.93287,7.6,141.0,1,2010.0
The Island,2005.0,Action,Michael Bay,"['Ewan McGregor', 'Scarlett Johansson', 'Djimon Hounsou']",126000000,162949164,37.68056,6.5,136.0,1,2000.0
Town & Country,2001.0,Comedy,Peter Chelsom,"['Warren Beatty', 'Diane Keaton', 'Goldie Hawn']",90000000,10372291,1.004579,3.7,104.0,0,2000.0
Gone in Sixty Seconds,2000.0,Action,Dominic Sena,"['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi']",90000000,237202299,52.995628,6.1,118.0,1,2000.0
Gladiator,2000.0,Action,Ridley Scott,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']",103000000,457640427,95.301296,7.9,155.0,1,2000.0
Minority Report,2002.0,Action,Steven Spielberg,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton']",102000000,358372926,65.948959,7.1,145.0,1,2000.0
Harry Potter and the Chamber of Secrets,2002.0,Adventure,Chris Columbus,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",100000000,876688482,132.397737,7.4,161.0,1,2000.0
Casino Royale,2006.0,Adventure,Martin Campbell,"['Daniel Craig', 'Eva Green', 'Mads Mikkelsen']",150000000,599045960,88.935165,7.3,144.0,1,2000.0
Planet of the Apes,2001.0,Thriller,Tim Burton,"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter']",100000000,362211740,51.188633,5.6,119.0,1,2000.0
Terminator 2: Judgment Day,1991.0,Action,James Cameron,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick']",100000000,520000000,101.74155,7.7,137.0,1,1990.0
Public Enemies,2009.0,History,Michael Mann,"['Christian Bale', 'Johnny Depp', 'Giovanni Ribisi']",80000000,214104620,33.691694,6.5,140.0,1,2000.0
American Gangster,2007.0,Drama,Ridley Scott,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor']",100000000,266465037,42.361215,7.4,157.0,1,2000.0
True Lies,1994.0,Action,James Cameron,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']",115000000,378882411,38.729418,6.8,141.0,1,1990.0
The Taking of Pelham 1 2 3,2009.0,Thriller,Tony Scott,"['Denzel Washington', 'John Travolta', 'Luis Guzmán']",100000000,150166126,40.597856,6.2,106.0,1,2000.0
Little Fockers,2010.0,Comedy,Paul Weitz,"['Robert De Niro', 'Ben Stiller', 'Owen Wilson']",100000000,310650585,32.389353,5.4,98.0,1,2010.0
The Other Guys,2010.0,Action,Adam McKay,"['Will Ferrell', 'Mark Wahlberg', 'Eva Mendes']",100000000,170432927,24.399642,6.1,107.0,1,2010.0
Eraser,1996.0,Action,Chuck Russell,"['Arnold Schwarzenegger', 'James Caan', 'Vanessa Williams']",100000000,242295562,24.507987,5.6,115.0,1,1990.0
Django Unchained,2012.0,Drama,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']",100000000,425368238,82.121691,7.8,165.0,1,2010.0
The Hunchback of Notre Dame,1996.0,Drama,Gary Trousdale,"['Tom Hulce', 'Demi Moore', 'Tony Jay']",100000000,100138851,46.727941,6.8,91.0,1,1990.0
The Emperor's New Groove,2000.0,Adventure,Mark Dindal,"['David Spade', 'John Goodman', 'Eartha Kitt']",100000000,169327687,51.113717,7.2,78.0,1,2000.0
The Expendables 2,2012.0,Action,Simon West,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren']",100000000,312573423,53.732892,6.1,103.0,1,2010.0
National Treasure,2004.0,Adventure,Jon Turteltaub,"['Nicolas Cage', 'Diane Kruger', 'Justin Bartha']",100000000,347451894,58.849256,6.4,131.0,1,2000.0
Eragon,2006.0,Fantasy,Stefen Fangmeier,"['Ed Speleers', 'Jeremy Irons', 'Sienna Guillory']",100000000,249288105,30.863434,4.9,104.0,1,2000.0
Where the Wild Things Are,2009.0,Family,Spike Jonze,"['Max Records', 'Catherine Keener', 'Lauren Ambrose']",100000000,100086793,31.586215,6.4,101.0,1,2000.0
Epic,2013.0,Animation,Chris Wedge,"['Josh Hutcherson', 'Amanda Seyfried', 'Colin Farrell']",100000000,268426634,36.711378,6.4,102.0,1,2010.0
The Tourist,2010.0,Action,Florian Henckel von Donnersmarck,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany']",100000000,278731369,41.426678,6.0,103.0,1,2010.0
End of Days,1999.0,Action,Peter Hyams,"['Arnold Schwarzenegger', 'Gabriel Byrne', 'Kevin Pollak']",100000000,211989043,20.652943,5.5,121.0,1,1990.0
Blood Diamond,2006.0,Drama,Edward Zwick,"['Leonardo DiCaprio', 'Djimon Hounsou', 'Jennifer Connelly']",100000000,170877916,52.792678,7.3,143.0,1,2000.0
The Wolf of Wall Street,2013.0,Crime,Martin Scorsese,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",100000000,392000694,95.007934,7.9,180.0,1,2010.0
Batman Forever,1995.0,Action,Joel Schumacher,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey']",100000000,336529144,48.205606,5.2,121.0,1,1990.0
